participant_id,group,trial_number,task_type,phase,bin_idx,speech_density
sub_3a291c7f542d,1,4,hybrid,post_correct,1,0.2820089211961011
sub_3a291c7f542d,1,4,hybrid,post_correct,2,0.16322484718321473
sub_3a291c7f542d,1,4,hybrid,post_correct,3,0.06426565339501063
sub_3a291c7f542d,1,4,hybrid,post_correct,4,0.17379811663637743
sub_3a291c7f542d,1,4,hybrid,post_correct,5,0.2063439616718986
sub_3a291c7f542d,1,5,hybrid,post_correct,1,0.3219489268369105
sub_3a291c7f542d,1,5,hybrid,post_correct,2,0.30918063606454654
sub_3a291c7f542d,1,5,hybrid,post_correct,3,0.16865110449631768
sub_3a291c7f542d,1,5,hybrid,post_correct,4,0.10034466551778151
sub_3a291c7f542d,1,5,hybrid,post_correct,5,0.23523421588594706
sub_057b1c4a47b6,1,1,value-loose-chunk,first_correct,1,0.7919792267743796
sub_057b1c4a47b6,1,1,value-loose-chunk,first_correct,2,0.6751298326601267
sub_057b1c4a47b6,1,1,value-loose-chunk,first_correct,3,0.828043854587421
sub_057b1c4a47b6,1,1,value-loose-chunk,first_correct,4,0.6145412579342179
sub_057b1c4a47b6,1,1,value-loose-chunk,first_correct,5,0.47576457010963674
sub_057b1c4a47b6,1,2,value-loose-chunk,post_correct,1,0.6566611842105263
sub_057b1c4a47b6,1,2,value-loose-chunk,post_correct,2,0.4710115131578943
sub_057b1c4a47b6,1,2,value-loose-chunk,post_correct,3,0.36410361842105243
sub_057b1c4a47b6,1,2,value-loose-chunk,post_correct,4,0.6761924342105262
sub_057b1c4a47b6,1,2,value-loose-chunk,post_correct,5,0.6955180921052629
sub_057b1c4a47b6,1,3,value-loose-chunk,post_correct,1,0.44369536227589274
sub_057b1c4a47b6,1,3,value-loose-chunk,post_correct,2,0.31693584234701405
sub_057b1c4a47b6,1,3,value-loose-chunk,post_correct,3,0.34716254259890406
sub_057b1c4a47b6,1,3,value-loose-chunk,post_correct,4,0.5077789302118833
sub_057b1c4a47b6,1,3,value-loose-chunk,post_correct,5,0.4638464957771535
sub_057b1c4a47b6,1,4,value-loose-chunk,post_correct,1,0.818150684931507
sub_057b1c4a47b6,1,4,value-loose-chunk,post_correct,2,0.41780821917808214
sub_057b1c4a47b6,1,4,value-loose-chunk,post_correct,3,0.5955479452054792
sub_057b1c4a47b6,1,4,value-loose-chunk,post_correct,4,0.8749999999999993
sub_057b1c4a47b6,1,4,value-loose-chunk,post_correct,5,0.6965753424657537
sub_057b1c4a47b6,1,5,value-loose-chunk,post_correct,1,0.7071928707829407
sub_057b1c4a47b6,1,5,value-loose-chunk,post_correct,2,0.5181413112667093
sub_057b1c4a47b6,1,5,value-loose-chunk,post_correct,3,0.3297262889879059
sub_057b1c4a47b6,1,5,value-loose-chunk,post_correct,4,0.820814767663909
sub_057b1c4a47b6,1,5,value-loose-chunk,post_correct,5,0.5566518141311262
sub_b756988f57dd,1,1,hybrid,pre_incorrect,1,0.7364774063497393
sub_b756988f57dd,1,1,hybrid,pre_incorrect,2,0.5174281874685026
sub_b756988f57dd,1,1,hybrid,pre_incorrect,3,0.4380984377624731
sub_b756988f57dd,1,1,hybrid,pre_incorrect,4,0.32492020829833734
sub_b756988f57dd,1,1,hybrid,pre_incorrect,5,0.5878128674617833
sub_b756988f57dd,1,2,hybrid,first_correct,1,0.4771671826625387
sub_b756988f57dd,1,2,hybrid,first_correct,2,0.42463235294117624
sub_b756988f57dd,1,2,hybrid,first_correct,3,0.7446787925696596
sub_b756988f57dd,1,2,hybrid,first_correct,4,0.383997678018576
sub_b756988f57dd,1,2,hybrid,first_correct,5,0.9169891640866861
sub_b756988f57dd,1,3,hybrid,post_correct,1,0.5143390463261498
sub_b756988f57dd,1,3,hybrid,post_correct,2,0.49732733751909025
sub_b756988f57dd,1,3,hybrid,post_correct,3,0.3932207704055656
sub_b756988f57dd,1,3,hybrid,post_correct,4,0.39843882572543743
sub_b756988f57dd,1,3,hybrid,post_correct,5,0.2513999660614289
sub_b756988f57dd,1,4,hybrid,post_correct,1,0.47929522572263716
sub_b756988f57dd,1,4,hybrid,post_correct,2,0.4288730107177657
sub_b756988f57dd,1,4,hybrid,post_correct,3,0.6469632997726532
sub_b756988f57dd,1,4,hybrid,post_correct,4,0.733517375771356
sub_b756988f57dd,1,4,hybrid,post_correct,5,0.6750568366352713
sub_b756988f57dd,1,5,hybrid,post_correct,1,0.7390232448931674
sub_b756988f57dd,1,5,hybrid,post_correct,2,0.7657900915707906
sub_b756988f57dd,1,5,hybrid,post_correct,3,0.3767316271425216
sub_b756988f57dd,1,5,hybrid,post_correct,4,0.6604836816154024
sub_b756988f57dd,1,5,hybrid,post_correct,5,0.7149565625733744
sub_af23f97f6c59,1,1,value-loose-chunk,first_correct,1,0.16192170818505328
sub_af23f97f6c59,1,1,value-loose-chunk,first_correct,2,0.2948652770716826
sub_af23f97f6c59,1,1,value-loose-chunk,first_correct,3,0.13637519064565287
sub_af23f97f6c59,1,1,value-loose-chunk,first_correct,4,0.44248856126080327
sub_af23f97f6c59,1,1,value-loose-chunk,first_correct,5,0.5073080833756979
sub_af23f97f6c59,1,2,value-loose-chunk,post_incorrect,1,0.20744325767690247
sub_af23f97f6c59,1,2,value-loose-chunk,post_incorrect,2,0.08377837116154885
sub_af23f97f6c59,1,2,value-loose-chunk,post_incorrect,3,0.08845126835781031
sub_af23f97f6c59,1,2,value-loose-chunk,post_incorrect,4,0.12099465954606106
sub_af23f97f6c59,1,2,value-loose-chunk,post_incorrect,5,0.12541722296395255
sub_af23f97f6c59,1,3,value-loose-chunk,post_correct,1,0.22266272189349115
sub_af23f97f6c59,1,3,value-loose-chunk,post_correct,2,0.2791124260355027
sub_af23f97f6c59,1,3,value-loose-chunk,post_correct,3,0.19325443786982197
sub_af23f97f6c59,1,3,value-loose-chunk,post_correct,4,0.1989349112426041
sub_af23f97f6c59,1,3,value-loose-chunk,post_correct,5,0.25272189349112434
sub_af23f97f6c59,1,4,value-loose-chunk,post_incorrect,1,0.356892523364486
sub_af23f97f6c59,1,4,value-loose-chunk,post_incorrect,2,0.5428487983978643
sub_af23f97f6c59,1,4,value-loose-chunk,post_incorrect,3,0.20197763684913253
sub_af23f97f6c59,1,4,value-loose-chunk,post_incorrect,4,0.18958611481976015
sub_af23f97f6c59,1,4,value-loose-chunk,post_incorrect,5,0.27878838451268306
sub_af23f97f6c59,1,5,value-loose-chunk,post_incorrect,1,0.23199232117519403
sub_af23f97f6c59,1,5,value-loose-chunk,post_incorrect,2,0.1473583173357816
sub_af23f97f6c59,1,5,value-loose-chunk,post_incorrect,3,0.19672815290877188
sub_af23f97f6c59,1,5,value-loose-chunk,post_incorrect,4,0.1280777898339044
sub_af23f97f6c59,1,5,value-loose-chunk,post_incorrect,5,0.18324847675486386
sub_dcdeec2e1791,1,1,operator,first_correct,1,0.5061948162916546
sub_dcdeec2e1791,1,1,operator,first_correct,2,0.3835801765878666
sub_dcdeec2e1791,1,1,operator,first_correct,3,0.37859584164055826
sub_dcdeec2e1791,1,1,operator,first_correct,4,0.24287952150384465
sub_dcdeec2e1791,1,1,operator,first_correct,5,0.5073340928510396
sub_dcdeec2e1791,1,2,operator,post_correct,1,0.32632293080054264
sub_dcdeec2e1791,1,2,operator,post_correct,2,0.3110583446404343
sub_dcdeec2e1791,1,2,operator,post_correct,3,0.3831411126187243
sub_dcdeec2e1791,1,2,operator,post_correct,4,0.7025101763907733
sub_dcdeec2e1791,1,2,operator,post_correct,5,0.41875848032564533
sub_dcdeec2e1791,1,3,operator,post_correct,1,0.4747495826377295
sub_dcdeec2e1791,1,3,operator,post_correct,2,0.3881469115191987
sub_dcdeec2e1791,1,3,operator,post_correct,3,0.2426961602671119
sub_dcdeec2e1791,1,3,operator,post_correct,4,0.2623121869782967
sub_dcdeec2e1791,1,3,operator,post_correct,5,0.37207846410684503
sub_dcdeec2e1791,1,4,operator,post_correct,1,0.19931662870159456
sub_dcdeec2e1791,1,4,operator,post_correct,2,0.5962414578587698
sub_dcdeec2e1791,1,4,operator,post_correct,3,0.5056947608200453
sub_dcdeec2e1791,1,4,operator,post_correct,4,0.3604783599088849
sub_dcdeec2e1791,1,4,operator,post_correct,5,0.6064920273348522
sub_dcdeec2e1791,1,5,operator,post_correct,1,0.9683301343570059
sub_dcdeec2e1791,1,5,operator,post_correct,2,0.5345489443378119
sub_dcdeec2e1791,1,5,operator,post_correct,3,0.0
sub_dcdeec2e1791,1,5,operator,post_correct,4,0.0
sub_dcdeec2e1791,1,5,operator,post_correct,5,0.0
sub_f5967a6d7c24,1,1,operator,first_correct,1,0.48883555926544237
sub_f5967a6d7c24,1,1,operator,first_correct,2,0.4577420701168624
sub_f5967a6d7c24,1,1,operator,first_correct,3,0.36780050083472443
sub_f5967a6d7c24,1,1,operator,first_correct,4,0.0796118530884795
sub_f5967a6d7c24,1,1,operator,first_correct,5,0.560830550918197
sub_f5967a6d7c24,1,2,operator,post_correct,1,0.6693510184746565
sub_f5967a6d7c24,1,2,operator,post_correct,2,0.7413548081477975
sub_f5967a6d7c24,1,2,operator,post_correct,3,0.21174798673614406
sub_f5967a6d7c24,1,2,operator,post_correct,4,0.693747039317859
sub_f5967a6d7c24,1,2,operator,post_correct,5,0.3413074372335384
sub_f5967a6d7c24,1,3,operator,post_correct,1,0.5486418193303854
sub_f5967a6d7c24,1,3,operator,post_correct,2,0.6509791535060014
sub_f5967a6d7c24,1,3,operator,post_correct,3,0.5833859759949461
sub_f5967a6d7c24,1,3,operator,post_correct,4,0.5467466835123184
sub_f5967a6d7c24,1,3,operator,post_correct,5,0.0
sub_f5967a6d7c24,1,4,operator,post_incorrect,1,0.5580357142857143
sub_f5967a6d7c24,1,4,operator,post_incorrect,2,0.4193508010680907
sub_f5967a6d7c24,1,4,operator,post_incorrect,3,0.2568424566088117
sub_f5967a6d7c24,1,4,operator,post_incorrect,4,0.4287383177570086
sub_f5967a6d7c24,1,4,operator,post_incorrect,5,0.2422396528704933
sub_f5967a6d7c24,1,5,operator,post_correct,1,0.7866859027205276
sub_f5967a6d7c24,1,5,operator,post_correct,2,0.5418384171475681
sub_f5967a6d7c24,1,5,operator,post_correct,3,0.4993816982687551
sub_f5967a6d7c24,1,5,operator,post_correct,4,0.566982687551525
sub_f5967a6d7c24,1,5,operator,post_correct,5,0.09192085737840096
sub_93d81c85849e,1,1,hybrid,pre_incorrect,1,0.7085915257075867
sub_93d81c85849e,1,1,hybrid,pre_incorrect,2,0.5581142187238323
sub_93d81c85849e,1,1,hybrid,pre_incorrect,3,0.4038268296767709
sub_93d81c85849e,1,1,hybrid,pre_incorrect,4,0.5913163624183544
sub_93d81c85849e,1,1,hybrid,pre_incorrect,5,0.649095628872885
sub_93d81c85849e,1,2,hybrid,first_correct,1,0.6977507961783438
sub_93d81c85849e,1,2,hybrid,first_correct,2,0.7595541401273883
sub_93d81c85849e,1,2,hybrid,first_correct,3,0.7689092356687887
sub_93d81c85849e,1,2,hybrid,first_correct,4,0.4126194267515928
sub_93d81c85849e,1,2,hybrid,first_correct,5,0.5316480891719751
sub_93d81c85849e,1,3,hybrid,post_correct,1,0.4674356223175966
sub_93d81c85849e,1,3,hybrid,post_correct,2,0.5935622317596561
sub_93d81c85849e,1,3,hybrid,post_correct,3,0.5600321888412021
sub_93d81c85849e,1,3,hybrid,post_correct,4,0.6570278969957077
sub_93d81c85849e,1,3,hybrid,post_correct,5,0.5141630901287547
sub_93d81c85849e,1,4,hybrid,post_correct,1,0.7595728547959055
sub_93d81c85849e,1,4,hybrid,post_correct,2,0.7474409200050557
sub_93d81c85849e,1,4,hybrid,post_correct,3,0.7187539491975233
sub_93d81c85849e,1,4,hybrid,post_correct,4,0.5597118665487176
sub_93d81c85849e,1,4,hybrid,post_correct,5,0.49538733729306367
sub_93d81c85849e,1,5,hybrid,post_correct,1,0.72327852004111
sub_93d81c85849e,1,5,hybrid,post_correct,2,0.8257965056526207
sub_93d81c85849e,1,5,hybrid,post_correct,3,0.526207605344296
sub_93d81c85849e,1,5,hybrid,post_correct,4,0.9491264131551899
sub_93d81c85849e,1,5,hybrid,post_correct,5,0.45118191161356674
sub_a3e279103ed5,1,1,operator,first_correct,1,0.5143099843178253
sub_a3e279103ed5,1,1,operator,first_correct,2,0.3351411395713543
sub_a3e279103ed5,1,1,operator,first_correct,3,0.1539466806063773
sub_a3e279103ed5,1,1,operator,first_correct,4,0.16244119184526903
sub_a3e279103ed5,1,1,operator,first_correct,5,0.34056455828541626
sub_a3e279103ed5,1,2,operator,post_correct,1,0.4441669639671779
sub_a3e279103ed5,1,2,operator,post_correct,2,0.08651444880485216
sub_a3e279103ed5,1,2,operator,post_correct,3,0.48804851944345323
sub_a3e279103ed5,1,2,operator,post_correct,4,0.4639671780235467
sub_a3e279103ed5,1,2,operator,post_correct,5,0.2515162326079201
sub_a3e279103ed5,1,3,operator,post_correct,1,0.7193029490616623
sub_a3e279103ed5,1,3,operator,post_correct,2,0.2941018766756032
sub_a3e279103ed5,1,3,operator,post_correct,3,0.5745308310991954
sub_a3e279103ed5,1,3,operator,post_correct,4,0.3353887399463811
sub_a3e279103ed5,1,3,operator,post_correct,5,0.5351206434316356
sub_a3e279103ed5,1,4,operator,post_correct,1,0.5590030518819938
sub_a3e279103ed5,1,4,operator,post_correct,2,0.6327568667344863
sub_a3e279103ed5,1,4,operator,post_correct,3,0.6444557477110885
sub_a3e279103ed5,1,4,operator,post_correct,4,0.052390640895218596
sub_a3e279103ed5,1,4,operator,post_correct,5,0.6454730417090544
sub_a3e279103ed5,1,5,operator,post_correct,1,0.6564129301355578
sub_a3e279103ed5,1,5,operator,post_correct,2,0.8070907194994785
sub_a3e279103ed5,1,5,operator,post_correct,3,0.3175182481751825
sub_a3e279103ed5,1,5,operator,post_correct,4,0.45568300312825893
sub_a3e279103ed5,1,5,operator,post_correct,5,0.6496350364963506
sub_f0ad42f4c80f,1,1,value-loose-chunk,pre_incorrect,1,0.6010096795727636
sub_f0ad42f4c80f,1,1,value-loose-chunk,pre_incorrect,2,0.48039052069425886
sub_f0ad42f4c80f,1,1,value-loose-chunk,pre_incorrect,3,0.5332943925233634
sub_f0ad42f4c80f,1,1,value-loose-chunk,pre_incorrect,4,0.5929572763684938
sub_f0ad42f4c80f,1,1,value-loose-chunk,pre_incorrect,5,0.5641688918558092
sub_f0ad42f4c80f,1,2,value-loose-chunk,first_correct,1,0.48362706083001694
sub_f0ad42f4c80f,1,2,value-loose-chunk,first_correct,2,0.4712905059693011
sub_f0ad42f4c80f,1,2,value-loose-chunk,first_correct,3,0.559977259806708
sub_f0ad42f4c80f,1,2,value-loose-chunk,first_correct,4,0.34258101193860085
sub_f0ad42f4c80f,1,2,value-loose-chunk,first_correct,5,0.6792495736213746
sub_f0ad42f4c80f,1,3,value-loose-chunk,post_incorrect,1,0.6402220181954762
sub_f0ad42f4c80f,1,3,value-loose-chunk,post_incorrect,2,0.6563308571905517
sub_f0ad42f4c80f,1,3,value-loose-chunk,post_incorrect,3,0.7005675653117454
sub_f0ad42f4c80f,1,3,value-loose-chunk,post_incorrect,4,0.6289124447041163
sub_f0ad42f4c80f,1,3,value-loose-chunk,post_incorrect,5,0.4823887822385425
sub_f0ad42f4c80f,1,4,value-loose-chunk,post_correct,1,0.706946107784431
sub_f0ad42f4c80f,1,4,value-loose-chunk,post_correct,2,0.6340119760479038
sub_f0ad42f4c80f,1,4,value-loose-chunk,post_correct,3,0.5182035928143714
sub_f0ad42f4c80f,1,4,value-loose-chunk,post_correct,4,0.38946107784431083
sub_f0ad42f4c80f,1,4,value-loose-chunk,post_correct,5,0.4410778443113781
sub_f0ad42f4c80f,1,5,value-loose-chunk,post_correct,1,0.6713244228432564
sub_f0ad42f4c80f,1,5,value-loose-chunk,post_correct,2,0.3729040097205343
sub_f0ad42f4c80f,1,5,value-loose-chunk,post_correct,3,0.6676792223572298
sub_f0ad42f4c80f,1,5,value-loose-chunk,post_correct,4,0.6369380315917385
sub_f0ad42f4c80f,1,5,value-loose-chunk,post_correct,5,0.6775212636695018
sub_97a093227203,1,1,hybrid,pre_incorrect,1,0.34240529149208637
sub_97a093227203,1,1,hybrid,pre_incorrect,2,0.24159838868098163
sub_97a093227203,1,1,hybrid,pre_incorrect,3,0.2844011222870127
sub_97a093227203,1,1,hybrid,pre_incorrect,4,0.14804407919003076
sub_97a093227203,1,1,hybrid,pre_incorrect,5,0.1650192918982319
sub_97a093227203,1,2,hybrid,pre_incorrect,1,0.6197304439308464
sub_97a093227203,1,2,hybrid,pre_incorrect,2,0.4830057075639718
sub_97a093227203,1,2,hybrid,pre_incorrect,3,0.29888913740401046
sub_97a093227203,1,2,hybrid,pre_incorrect,4,0.34394492904893387
sub_97a093227203,1,2,hybrid,pre_incorrect,5,0.2275570135109388
sub_97a093227203,1,3,hybrid,first_correct,1,0.5809237739818158
sub_97a093227203,1,3,hybrid,first_correct,2,0.501936749699121
sub_97a093227203,1,3,hybrid,first_correct,3,0.4124316069460036
sub_97a093227203,1,3,hybrid,first_correct,4,0.3868442610516103
sub_97a093227203,1,3,hybrid,first_correct,5,0.48160846303993715
sub_97a093227203,1,4,hybrid,post_correct,1,0.5895489057615008
sub_97a093227203,1,4,hybrid,post_correct,2,0.3614250867488919
sub_97a093227203,1,4,hybrid,post_correct,3,0.6570927955474627
sub_97a093227203,1,4,hybrid,post_correct,4,0.6264472463668544
sub_97a093227203,1,4,hybrid,post_correct,5,0.7991204864809148
sub_97a093227203,1,5,hybrid,post_correct,1,0.6197701191601003
sub_97a093227203,1,5,hybrid,post_correct,2,0.5679781310485903
sub_97a093227203,1,5,hybrid,post_correct,3,0.5708401750249966
sub_97a093227203,1,5,hybrid,post_correct,4,0.5710419858182055
sub_97a093227203,1,5,hybrid,post_correct,5,0.6846431159586467
sub_d1b9242fdda8,1,1,value-tight-chunk,pre_incorrect,1,0.49338560727705455
sub_d1b9242fdda8,1,1,value-tight-chunk,pre_incorrect,2,0.20782968040623725
sub_d1b9242fdda8,1,1,value-tight-chunk,pre_incorrect,3,0.2662547784198827
sub_d1b9242fdda8,1,1,value-tight-chunk,pre_incorrect,4,0.6270183475021806
sub_d1b9242fdda8,1,1,value-tight-chunk,pre_incorrect,5,0.2655293551884057
sub_d1b9242fdda8,1,2,value-tight-chunk,first_correct,1,0.7380583318276482
sub_d1b9242fdda8,1,2,value-tight-chunk,first_correct,2,0.795268027806043
sub_d1b9242fdda8,1,2,value-tight-chunk,first_correct,3,0.8206396150517798
sub_d1b9242fdda8,1,2,value-tight-chunk,first_correct,4,0.7443822094582391
sub_d1b9242fdda8,1,2,value-tight-chunk,first_correct,5,0.889593655201272
sub_d1b9242fdda8,1,3,value-tight-chunk,post_correct,1,0.6282738886369675
sub_d1b9242fdda8,1,3,value-tight-chunk,post_correct,2,0.6941973011430266
sub_d1b9242fdda8,1,3,value-tight-chunk,post_correct,3,0.6120744922052135
sub_d1b9242fdda8,1,3,value-tight-chunk,post_correct,4,0.8012446640501626
sub_d1b9242fdda8,1,3,value-tight-chunk,post_correct,5,0.8705299204103006
sub_d1b9242fdda8,1,4,value-tight-chunk,post_correct,1,0.6873483617176641
sub_d1b9242fdda8,1,4,value-tight-chunk,post_correct,2,0.70185852589923
sub_d1b9242fdda8,1,4,value-tight-chunk,post_correct,3,0.8631663251124766
sub_d1b9242fdda8,1,4,value-tight-chunk,post_correct,4,0.8819635832567783
sub_d1b9242fdda8,1,4,value-tight-chunk,post_correct,5,0.616517089487196
sub_d1b9242fdda8,1,5,value-tight-chunk,post_correct,1,0.7771884545260814
sub_d1b9242fdda8,1,5,value-tight-chunk,post_correct,2,0.8730850282954089
sub_d1b9242fdda8,1,5,value-tight-chunk,post_correct,3,0.8745057182771764
sub_d1b9242fdda8,1,5,value-tight-chunk,post_correct,4,0.9317595245424186
sub_d1b9242fdda8,1,5,value-tight-chunk,post_correct,5,0.8916013543911158
sub_b87bf837c6ae,1,1,operator,pre_incorrect,1,0.19595723354493824
sub_b87bf837c6ae,1,1,operator,pre_incorrect,2,0.09137988640160384
sub_b87bf837c6ae,1,1,operator,pre_incorrect,3,0.09167223521550315
sub_b87bf837c6ae,1,1,operator,pre_incorrect,4,0.16475943869027762
sub_b87bf837c6ae,1,1,operator,pre_incorrect,5,0.15903775476111015
sub_b87bf837c6ae,1,2,operator,pre_incorrect,1,0.28329439252336475
sub_b87bf837c6ae,1,2,operator,pre_incorrect,2,0.1609646194926569
sub_b87bf837c6ae,1,2,operator,pre_incorrect,3,0.12925567423231
sub_b87bf837c6ae,1,2,operator,pre_incorrect,4,0.20089285714285646
sub_b87bf837c6ae,1,2,operator,pre_incorrect,5,0.20018357810413953
sub_b87bf837c6ae,1,3,operator,pre_incorrect,1,0.20916451047491869
sub_b87bf837c6ae,1,3,operator,pre_incorrect,2,0.06510307987647147
sub_b87bf837c6ae,1,3,operator,pre_incorrect,3,0.02387112928803951
sub_b87bf837c6ae,1,3,operator,pre_incorrect,4,0.0
sub_b87bf837c6ae,1,3,operator,pre_incorrect,5,0.07511893831900437
sub_b87bf837c6ae,1,4,operator,first_correct,1,0.2769033087054288
sub_b87bf837c6ae,1,4,operator,first_correct,2,0.06135560552521678
sub_b87bf837c6ae,1,4,operator,first_correct,3,0.0
sub_b87bf837c6ae,1,4,operator,first_correct,4,0.10215226469643361
sub_b87bf837c6ae,1,4,operator,first_correct,5,0.1124317378734333
sub_b87bf837c6ae,1,5,operator,post_correct,1,0.0
sub_b87bf837c6ae,1,5,operator,post_correct,2,0.0
sub_b87bf837c6ae,1,5,operator,post_correct,3,0.49320148331273184
sub_b87bf837c6ae,1,5,operator,post_correct,4,0.5259579728059333
sub_b87bf837c6ae,1,5,operator,post_correct,5,0.44808405438813387
sub_c99e3feff124,1,1,operator,first_correct,1,0.24785005512679165
sub_c99e3feff124,1,1,operator,first_correct,2,0.39140022050716594
sub_c99e3feff124,1,1,operator,first_correct,3,0.18787210584343958
sub_c99e3feff124,1,1,operator,first_correct,4,0.06306504961411276
sub_c99e3feff124,1,1,operator,first_correct,5,0.18235942668136595
sub_c99e3feff124,1,2,operator,post_correct,1,0.3454873646209386
sub_c99e3feff124,1,2,operator,post_correct,2,0.5422382671480144
sub_c99e3feff124,1,2,operator,post_correct,3,0.9472924187725633
sub_c99e3feff124,1,2,operator,post_correct,4,0.5754512635379065
sub_c99e3feff124,1,2,operator,post_correct,5,0.2732851985559572
sub_c99e3feff124,1,3,operator,post_correct,1,0.5783028630562262
sub_c99e3feff124,1,3,operator,post_correct,2,0.3704725767506036
sub_c99e3feff124,1,3,operator,post_correct,3,0.0
sub_c99e3feff124,1,3,operator,post_correct,4,0.3166609175577789
sub_c99e3feff124,1,3,operator,post_correct,5,0.20627802690582986
sub_c99e3feff124,1,4,operator,post_correct,1,0.27441975921558903
sub_c99e3feff124,1,4,operator,post_correct,2,0.0702494725083777
sub_c99e3feff124,1,4,operator,post_correct,3,0.2953953084274543
